genome,taxon_group,tool,entity_type,class_norm,comparison_applicability,shared_count,unshared_count,not_applicable_count,total
Chlorobaculum_tepidum_TLS,bacteria,antismash,BGC,other,not_applicable_taxon,0,0,1,1
Chlorobaculum_tepidum_TLS,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,2,2
Chlorobaculum_tepidum_TLS,bacteria,antismash,GCF,other,applicable,0,1,0,1
Chlorobaculum_tepidum_TLS,bacteria,antismash,GCF,terpene,applicable,0,2,0,2
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,4,4
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash,GCF,terpene,applicable,0,4,0,4
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,BGC,PKS,not_applicable_taxon,0,0,2,2
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,1,1
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,3,3
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,GCF,PKS,applicable,0,2,0,2
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,GCF,RiPP,applicable,0,1,0,1
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash,GCF,terpene,applicable,0,3,0,3
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,1,1
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,1,1
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,1,1
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,GCF,NRPS,applicable,0,1,0,1
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,GCF,RiPP,applicable,0,1,0,1
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash,GCF,terpene,applicable,0,1,0,1
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,1,1
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,1,1
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash,GCF,NRPS,applicable,0,1,0,1
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash,GCF,terpene,applicable,0,1,0,1
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,1,1
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,1,1
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,3,3
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,GCF,NRPS,applicable,0,1,0,1
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,GCF,RiPP,applicable,0,1,0,1
Gemmatimonas_aurantiaca_T-27,bacteria,antismash,GCF,terpene,applicable,0,3,0,3
Helicobacter_pylori_CHC155,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,1,1
Helicobacter_pylori_CHC155,bacteria,antismash,GCF,terpene,applicable,0,1,0,1
Planctopirus_limnophila_DSM_3776,bacteria,antismash,BGC,PKS,not_applicable_taxon,0,0,3,3
Planctopirus_limnophila_DSM_3776,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,1,1
Planctopirus_limnophila_DSM_3776,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,5,5
Planctopirus_limnophila_DSM_3776,bacteria,antismash,GCF,PKS,applicable,0,3,0,3
Planctopirus_limnophila_DSM_3776,bacteria,antismash,GCF,RiPP,applicable,0,1,0,1
Planctopirus_limnophila_DSM_3776,bacteria,antismash,GCF,terpene,applicable,0,5,0,5
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,Hybrid,not_applicable_taxon,0,0,2,2
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,4,4
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,PKS,not_applicable_taxon,0,0,10,10
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,6,6
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,other,not_applicable_taxon,0,0,8,8
Streptomyces_avermitilis_MA-4680,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,8,8
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,NRPS,applicable,0,4,0,4
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,NRPS;PKS,applicable,0,2,0,2
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,PKS,applicable,2,8,0,10
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,RiPP,applicable,1,5,0,6
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,other,applicable,3,5,0,8
Streptomyces_avermitilis_MA-4680,bacteria,antismash,GCF,terpene,applicable,3,5,0,8
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,Hybrid,not_applicable_taxon,0,0,2,2
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,3,3
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,PKS,not_applicable_taxon,0,0,7,7
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,5,5
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,other,not_applicable_taxon,0,0,7,7
Streptomyces_coelicolor_A3_2,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,7,7
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,NRPS,applicable,0,3,0,3
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,NRPS;PKS,applicable,0,1,0,1
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,NRPS;PKS;terpene,applicable,0,1,0,1
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,PKS,applicable,3,4,0,7
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,RiPP,applicable,0,5,0,5
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,other,applicable,3,4,0,7
Streptomyces_coelicolor_A3_2,bacteria,antismash,GCF,terpene,applicable,4,3,0,7
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,Hybrid,not_applicable_taxon,0,0,9,9
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,NRPS,not_applicable_taxon,0,0,2,2
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,PKS,not_applicable_taxon,0,0,3,3
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,10,10
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,other,not_applicable_taxon,0,0,8,8
Streptomyces_griseus_NBRC_13350,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,9,9
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,NRPS,applicable,0,2,0,2
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,NRPS;PKS,applicable,0,6,0,6
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,NRPS;PKS;RiPP,applicable,0,1,0,1
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,PKS,applicable,0,3,0,3
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,PKS;RiPP,applicable,0,1,0,1
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,PKS;terpene,applicable,0,1,0,1
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,RiPP,applicable,0,10,0,10
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,other,applicable,4,4,0,8
Streptomyces_griseus_NBRC_13350,bacteria,antismash,GCF,terpene,applicable,1,6,0,7
Synechocystis_sp._PCC_6803,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,4,4
Synechocystis_sp._PCC_6803,bacteria,antismash,GCF,terpene,applicable,0,4,0,4
Thermotoga_maritima_MSB8,bacteria,antismash,BGC,RiPP,not_applicable_taxon,0,0,1,1
Thermotoga_maritima_MSB8,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,2,2
Thermotoga_maritima_MSB8,bacteria,antismash,GCF,RiPP,applicable,0,1,0,1
Thermotoga_maritima_MSB8,bacteria,antismash,GCF,terpene,applicable,0,2,0,2
Treponema_pallidum_Nichols,bacteria,antismash,BGC,terpene,not_applicable_taxon,0,0,1,1
Treponema_pallidum_Nichols,bacteria,antismash,GCF,terpene,applicable,0,1,0,1
