genome,tool,entity_type,class_norm,shared_count,unshared_count,total
Histoplasma_mississippiense_NAm1,antismash,GCF,other,0,1,1
Histoplasma_mississippiense_NAm1,antismash,GCF,terpene,2,4,6
Kluyveromyces_lactis_NRRL_Y-1140,antismash,BGC,NRPS,0,1,1
Kluyveromyces_lactis_NRRL_Y-1140,antismash,BGC,other,0,0,0
Kluyveromyces_lactis_NRRL_Y-1140,antismash,BGC,terpene,2,2,4
Kluyveromyces_lactis_NRRL_Y-1140,funbgcex,BGC,NRPS,0,1,1
Kluyveromyces_lactis_NRRL_Y-1140,funbgcex,BGC,other,0,4,4
Kluyveromyces_lactis_NRRL_Y-1140,funbgcex,BGC,terpene,2,2,4
Kluyveromyces_lactis_NRRL_Y-1140,antismash,GCF,NRPS,0,1,1
Kluyveromyces_lactis_NRRL_Y-1140,antismash,GCF,terpene,0,4,4
Komagataella_phaffii_GS115,antismash,BGC,NRPS,0,0,0
Komagataella_phaffii_GS115,antismash,BGC,other,0,0,0
Komagataella_phaffii_GS115,antismash,BGC,terpene,2,2,4
Komagataella_phaffii_GS115,funbgcex,BGC,NRPS,0,1,1
Komagataella_phaffii_GS115,funbgcex,BGC,other,0,4,4
Komagataella_phaffii_GS115,funbgcex,BGC,terpene,2,0,2
Komagataella_phaffii_GS115,antismash,GCF,terpene,0,4,4
Laccaria_bicolor_S238N-H82,antismash,BGC,NRPS,3,0,3
Laccaria_bicolor_S238N-H82,antismash,BGC,PKS,1,0,1
Laccaria_bicolor_S238N-H82,antismash,BGC,RiPP,0,0,0
Laccaria_bicolor_S238N-H82,antismash,BGC,other,2,0,2
Laccaria_bicolor_S238N-H82,antismash,BGC,terpene,14,6,20
Laccaria_bicolor_S238N-H82,funbgcex,BGC,NRPS,3,2,5
Laccaria_bicolor_S238N-H82,funbgcex,BGC,PKS,1,0,1
Laccaria_bicolor_S238N-H82,funbgcex,BGC,RiPP,0,1,1
Laccaria_bicolor_S238N-H82,funbgcex,BGC,other,2,3,5
Laccaria_bicolor_S238N-H82,funbgcex,BGC,terpene,14,1,15
Laccaria_bicolor_S238N-H82,antismash,GCF,NRPS,0,3,3
Laccaria_bicolor_S238N-H82,antismash,GCF,PKS,0,1,1
Laccaria_bicolor_S238N-H82,antismash,GCF,other,0,2,2
Laccaria_bicolor_S238N-H82,antismash,GCF,terpene,2,17,19
Metarhizium_robertsii_ARSEF_23,antismash,BGC,Hybrid,10,4,14
Metarhizium_robertsii_ARSEF_23,antismash,BGC,NRPS,17,2,19
Metarhizium_robertsii_ARSEF_23,antismash,BGC,PKS,13,0,13
Metarhizium_robertsii_ARSEF_23,antismash,BGC,RiPP,1,1,2
Metarhizium_robertsii_ARSEF_23,antismash,BGC,other,4,1,5
Metarhizium_robertsii_ARSEF_23,antismash,BGC,terpene,10,1,11
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,Hybrid,10,3,13
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,NRPS,17,6,23
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,PKS,13,4,17
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,RiPP,1,0,1
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,other,4,5,9
Metarhizium_robertsii_ARSEF_23,funbgcex,BGC,terpene,10,4,14
Metarhizium_robertsii_ARSEF_23,antismash,GCF,NRPS,4,15,19
Metarhizium_robertsii_ARSEF_23,antismash,GCF,NRPS;PKS,0,9,9
Metarhizium_robertsii_ARSEF_23,antismash,GCF,NRPS;PKS;terpene,0,3,3
Metarhizium_robertsii_ARSEF_23,antismash,GCF,NRPS;terpene,0,1,1
Metarhizium_robertsii_ARSEF_23,antismash,GCF,PKS,0,14,14
Metarhizium_robertsii_ARSEF_23,antismash,GCF,PKS;terpene,0,2,2
Metarhizium_robertsii_ARSEF_23,antismash,GCF,RiPP,0,2,2
Metarhizium_robertsii_ARSEF_23,antismash,GCF,other,0,5,5
Metarhizium_robertsii_ARSEF_23,antismash,GCF,terpene,1,10,11
Mucor_lusitanicus_CBS_277.49,antismash,BGC,NRPS,4,0,4
Mucor_lusitanicus_CBS_277.49,antismash,BGC,other,2,0,2
Mucor_lusitanicus_CBS_277.49,antismash,BGC,terpene,2,6,8
Mucor_lusitanicus_CBS_277.49,funbgcex,BGC,NRPS,4,1,5
Mucor_lusitanicus_CBS_277.49,funbgcex,BGC,other,2,4,6
Mucor_lusitanicus_CBS_277.49,funbgcex,BGC,terpene,2,0,2
Mucor_lusitanicus_CBS_277.49,antismash,GCF,NRPS,0,4,4
Mucor_lusitanicus_CBS_277.49,antismash,GCF,other,0,2,2
Mucor_lusitanicus_CBS_277.49,antismash,GCF,terpene,0,8,8
Mycosarcoma_maydis_FBA,antismash,BGC,NRPS,9,0,9
Mycosarcoma_maydis_FBA,antismash,BGC,PKS,1,0,1
Mycosarcoma_maydis_FBA,antismash,BGC,other,0,0,0
Mycosarcoma_maydis_FBA,antismash,BGC,terpene,1,4,5
Mycosarcoma_maydis_FBA,funbgcex,BGC,NRPS,9,1,10
Mycosarcoma_maydis_FBA,funbgcex,BGC,PKS,1,2,3
Mycosarcoma_maydis_FBA,funbgcex,BGC,other,0,5,5
Mycosarcoma_maydis_FBA,funbgcex,BGC,terpene,1,0,1
Mycosarcoma_maydis_FBA,antismash,GCF,NRPS,0,9,9
Mycosarcoma_maydis_FBA,antismash,GCF,PKS,0,1,1
Mycosarcoma_maydis_FBA,antismash,GCF,terpene,0,5,5
Neurospora_crassa_OR74A,antismash,BGC,Hybrid,0,2,2
Neurospora_crassa_OR74A,antismash,BGC,NRPS,3,0,3
Neurospora_crassa_OR74A,antismash,BGC,PKS,7,0,7
Neurospora_crassa_OR74A,antismash,BGC,RiPP,1,0,1
Neurospora_crassa_OR74A,antismash,BGC,other,1,0,1
Neurospora_crassa_OR74A,antismash,BGC,terpene,5,4,9
Neurospora_crassa_OR74A,funbgcex,BGC,Hybrid,0,0,0
Neurospora_crassa_OR74A,funbgcex,BGC,NRPS,3,3,6
Neurospora_crassa_OR74A,funbgcex,BGC,PKS,7,1,8
Neurospora_crassa_OR74A,funbgcex,BGC,RiPP,1,1,2
Neurospora_crassa_OR74A,funbgcex,BGC,other,1,2,3
Neurospora_crassa_OR74A,funbgcex,BGC,terpene,5,2,7
Neurospora_crassa_OR74A,antismash,GCF,NRPS,0,3,3
Neurospora_crassa_OR74A,antismash,GCF,NRPS;PKS,0,1,1
Neurospora_crassa_OR74A,antismash,GCF,NRPS;terpene,0,1,1
Neurospora_crassa_OR74A,antismash,GCF,PKS,1,6,7
Neurospora_crassa_OR74A,antismash,GCF,RiPP,0,1,1
Neurospora_crassa_OR74A,antismash,GCF,other,0,1,1
Neurospora_crassa_OR74A,antismash,GCF,terpene,2,7,9
Paracoccidioides_brasiliensis_Pb18,antismash,BGC,NRPS,8,0,8
Paracoccidioides_brasiliensis_Pb18,antismash,BGC,PKS,3,0,3
Paracoccidioides_brasiliensis_Pb18,antismash,BGC,RiPP,0,0,0
Paracoccidioides_brasiliensis_Pb18,antismash,BGC,other,0,1,1
Paracoccidioides_brasiliensis_Pb18,antismash,BGC,terpene,1,4,5
Paracoccidioides_brasiliensis_Pb18,funbgcex,BGC,NRPS,8,1,9
Paracoccidioides_brasiliensis_Pb18,funbgcex,BGC,PKS,3,0,3
Paracoccidioides_brasiliensis_Pb18,funbgcex,BGC,RiPP,0,2,2
Paracoccidioides_brasiliensis_Pb18,funbgcex,BGC,other,0,4,4
Paracoccidioides_brasiliensis_Pb18,funbgcex,BGC,terpene,1,2,3
Paracoccidioides_brasiliensis_Pb18,antismash,GCF,NRPS,2,6,8
Paracoccidioides_brasiliensis_Pb18,antismash,GCF,PKS,1,2,3
Paracoccidioides_brasiliensis_Pb18,antismash,GCF,other,1,0,1
Paracoccidioides_brasiliensis_Pb18,antismash,GCF,terpene,3,2,5
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,Hybrid,0,0,0
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,NRPS,0,0,0
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,PKS,0,0,0
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,RiPP,0,0,0
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,other,0,0,0
Penicillium_rubens_Wisconsin_54-1255,antismash,BGC,terpene,0,0,0
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,Hybrid,0,4,4
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,NRPS,0,23,23
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,PKS,0,17,17
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,RiPP,0,1,1
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,other,0,4,4
Penicillium_rubens_Wisconsin_54-1255,funbgcex,BGC,terpene,0,10,10
Phanerodontia_chrysosporium_ATCC_20696,antismash,BGC,Hybrid,1,2,3
Phanerodontia_chrysosporium_ATCC_20696,antismash,BGC,NRPS,9,2,11
Phanerodontia_chrysosporium_ATCC_20696,antismash,BGC,PKS,2,0,2
Phanerodontia_chrysosporium_ATCC_20696,antismash,BGC,other,0,1,1
Phanerodontia_chrysosporium_ATCC_20696,antismash,BGC,terpene,13,4,17
Phanerodontia_chrysosporium_ATCC_20696,funbgcex,BGC,Hybrid,1,0,1
Phanerodontia_chrysosporium_ATCC_20696,funbgcex,BGC,NRPS,9,2,11
Phanerodontia_chrysosporium_ATCC_20696,funbgcex,BGC,PKS,2,1,3
Phanerodontia_chrysosporium_ATCC_20696,funbgcex,BGC,other,0,4,4
Phanerodontia_chrysosporium_ATCC_20696,funbgcex,BGC,terpene,13,6,19
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,NRPS,0,10,10
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,NRPS;PKS,0,2,2
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,NRPS;terpene,0,1,1
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,PKS,0,2,2
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,other,0,1,1
Phanerodontia_chrysosporium_ATCC_20696,antismash,GCF,terpene,1,14,15
Pleurotus_ostreatus_PC15,antismash,BGC,Hybrid,0,2,2
Pleurotus_ostreatus_PC15,antismash,BGC,NRPS,7,0,7
Pleurotus_ostreatus_PC15,antismash,BGC,PKS,0,0,0
Pleurotus_ostreatus_PC15,antismash,BGC,RiPP,0,0,0
Pleurotus_ostreatus_PC15,antismash,BGC,other,1,0,1
Pleurotus_ostreatus_PC15,antismash,BGC,terpene,20,3,23
Pleurotus_ostreatus_PC15,funbgcex,BGC,Hybrid,0,0,0
Pleurotus_ostreatus_PC15,funbgcex,BGC,NRPS,7,2,9
Pleurotus_ostreatus_PC15,funbgcex,BGC,PKS,0,1,1
Pleurotus_ostreatus_PC15,funbgcex,BGC,RiPP,0,3,3
Pleurotus_ostreatus_PC15,funbgcex,BGC,other,1,4,5
Pleurotus_ostreatus_PC15,funbgcex,BGC,terpene,20,3,23
Pleurotus_ostreatus_PC15,antismash,GCF,NRPS,0,7,7
Pleurotus_ostreatus_PC15,antismash,GCF,NRPS;terpene,0,1,1
Pleurotus_ostreatus_PC15,antismash,GCF,PKS;terpene,0,1,1
Pleurotus_ostreatus_PC15,antismash,GCF,other,0,1,1
Pleurotus_ostreatus_PC15,antismash,GCF,terpene,0,23,23
Podospora_anserina_S_mat,antismash,BGC,Hybrid,5,5,10
Podospora_anserina_S_mat,antismash,BGC,NRPS,7,0,7
Podospora_anserina_S_mat,antismash,BGC,PKS,11,1,12
Podospora_anserina_S_mat,antismash,BGC,other,3,1,4
Podospora_anserina_S_mat,antismash,BGC,terpene,7,2,9
Podospora_anserina_S_mat,funbgcex,BGC,Hybrid,5,1,6
Podospora_anserina_S_mat,funbgcex,BGC,NRPS,7,4,11
Podospora_anserina_S_mat,funbgcex,BGC,PKS,11,4,15
Podospora_anserina_S_mat,funbgcex,BGC,other,3,6,9
Podospora_anserina_S_mat,funbgcex,BGC,terpene,7,5,12
Podospora_anserina_S_mat,antismash,GCF,NRPS,0,7,7
Podospora_anserina_S_mat,antismash,GCF,NRPS;PKS,0,6,6
Podospora_anserina_S_mat,antismash,GCF,NRPS;terpene,0,1,1
Podospora_anserina_S_mat,antismash,GCF,PKS,0,12,12
Podospora_anserina_S_mat,antismash,GCF,PKS;terpene,0,3,3
Podospora_anserina_S_mat,antismash,GCF,other,0,4,4
Podospora_anserina_S_mat,antismash,GCF,terpene,2,7,9
Puccinia_graminis_CRL_75-36-700-3,antismash,BGC,NRPS,1,0,1
Puccinia_graminis_CRL_75-36-700-3,antismash,BGC,other,0,0,0
Puccinia_graminis_CRL_75-36-700-3,antismash,BGC,terpene,3,7,10
Puccinia_graminis_CRL_75-36-700-3,funbgcex,BGC,NRPS,1,1,2
Puccinia_graminis_CRL_75-36-700-3,funbgcex,BGC,other,0,6,6
Puccinia_graminis_CRL_75-36-700-3,funbgcex,BGC,terpene,3,0,3
Puccinia_graminis_CRL_75-36-700-3,antismash,GCF,NRPS,0,1,1
Puccinia_graminis_CRL_75-36-700-3,antismash,GCF,terpene,0,9,9
Pyricularia_oryzae_70-15,antismash,BGC,Hybrid,5,1,6
Pyricularia_oryzae_70-15,antismash,BGC,NRPS,11,1,12
Pyricularia_oryzae_70-15,antismash,BGC,PKS,19,0,19
Pyricularia_oryzae_70-15,antismash,BGC,RiPP,0,0,0
Pyricularia_oryzae_70-15,antismash,BGC,other,3,0,3
Pyricularia_oryzae_70-15,antismash,BGC,terpene,14,3,17
Pyricularia_oryzae_70-15,funbgcex,BGC,Hybrid,5,2,7
Pyricularia_oryzae_70-15,funbgcex,BGC,NRPS,11,2,13
Pyricularia_oryzae_70-15,funbgcex,BGC,PKS,19,4,23
Pyricularia_oryzae_70-15,funbgcex,BGC,RiPP,0,2,2
Pyricularia_oryzae_70-15,funbgcex,BGC,other,3,7,10
Pyricularia_oryzae_70-15,funbgcex,BGC,terpene,14,0,14
Pyricularia_oryzae_70-15,antismash,GCF,NRPS,1,11,12
Pyricularia_oryzae_70-15,antismash,GCF,NRPS;PKS,0,3,3
Pyricularia_oryzae_70-15,antismash,GCF,NRPS;PKS;terpene,0,1,1
Pyricularia_oryzae_70-15,antismash,GCF,NRPS;terpene,0,1,1
Pyricularia_oryzae_70-15,antismash,GCF,PKS,2,17,19
Pyricularia_oryzae_70-15,antismash,GCF,PKS;terpene,0,1,1
Pyricularia_oryzae_70-15,antismash,GCF,other,0,3,3
Pyricularia_oryzae_70-15,antismash,GCF,terpene,3,14,17
Rhizopus_delemar_RA_99-880,antismash,BGC,NRPS,6,0,6
Rhizopus_delemar_RA_99-880,antismash,BGC,other,0,1,1
Rhizopus_delemar_RA_99-880,antismash,BGC,terpene,1,7,8
Rhizopus_delemar_RA_99-880,funbgcex,BGC,NRPS,6,1,7
Rhizopus_delemar_RA_99-880,funbgcex,BGC,other,0,4,4
Rhizopus_delemar_RA_99-880,funbgcex,BGC,terpene,1,1,2
Rhizopus_delemar_RA_99-880,antismash,GCF,NRPS,0,6,6
Rhizopus_delemar_RA_99-880,antismash,GCF,other,0,1,1
Rhizopus_delemar_RA_99-880,antismash,GCF,terpene,0,8,8
Saccharomyces_cerevisiae_S288C,antismash,BGC,NRPS,0,0,0
Saccharomyces_cerevisiae_S288C,antismash,BGC,other,0,1,1
Saccharomyces_cerevisiae_S288C,antismash,BGC,terpene,2,2,4
Saccharomyces_cerevisiae_S288C,funbgcex,BGC,NRPS,0,1,1
Saccharomyces_cerevisiae_S288C,funbgcex,BGC,other,0,4,4
Saccharomyces_cerevisiae_S288C,funbgcex,BGC,terpene,2,0,2
Saccharomyces_cerevisiae_S288C,antismash,GCF,other,0,1,1
Saccharomyces_cerevisiae_S288C,antismash,GCF,terpene,0,4,4
Schizophyllum_commune_H4-8,antismash,BGC,NRPS,8,0,8
Schizophyllum_commune_H4-8,antismash,BGC,PKS,1,0,1
Schizophyllum_commune_H4-8,antismash,BGC,RiPP,0,1,1
Schizophyllum_commune_H4-8,antismash,BGC,other,0,0,0
Schizophyllum_commune_H4-8,antismash,BGC,terpene,18,2,20
Schizophyllum_commune_H4-8,funbgcex,BGC,NRPS,8,4,12
Schizophyllum_commune_H4-8,funbgcex,BGC,PKS,1,0,1
Schizophyllum_commune_H4-8,funbgcex,BGC,RiPP,0,1,1
Schizophyllum_commune_H4-8,funbgcex,BGC,other,0,10,10
Schizophyllum_commune_H4-8,funbgcex,BGC,terpene,18,3,21
Schizophyllum_commune_H4-8,antismash,GCF,NRPS,0,8,8
Schizophyllum_commune_H4-8,antismash,GCF,PKS,0,1,1
Schizophyllum_commune_H4-8,antismash,GCF,RiPP,0,1,1
Schizophyllum_commune_H4-8,antismash,GCF,terpene,1,19,20
Schizosaccharomyces_pombe_972h-,antismash,BGC,NRPS,0,0,0
Schizosaccharomyces_pombe_972h-,antismash,BGC,other,0,0,0
Schizosaccharomyces_pombe_972h-,antismash,BGC,terpene,0,0,0
Schizosaccharomyces_pombe_972h-,funbgcex,BGC,NRPS,0,3,3
Schizosaccharomyces_pombe_972h-,funbgcex,BGC,other,0,4,4
Schizosaccharomyces_pombe_972h-,funbgcex,BGC,terpene,0,2,2
Sclerotinia_sclerotiorum_1980,antismash,BGC,Hybrid,2,1,3
Sclerotinia_sclerotiorum_1980,antismash,BGC,NRPS,11,0,11
Sclerotinia_sclerotiorum_1980,antismash,BGC,PKS,12,0,12
Sclerotinia_sclerotiorum_1980,antismash,BGC,RiPP,0,0,0
Sclerotinia_sclerotiorum_1980,antismash,BGC,other,1,0,1
Sclerotinia_sclerotiorum_1980,antismash,BGC,terpene,3,4,7
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,Hybrid,2,0,2
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,NRPS,11,4,15
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,PKS,12,3,15
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,RiPP,0,2,2
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,other,1,6,7
Sclerotinia_sclerotiorum_1980,funbgcex,BGC,terpene,3,3,6
Sclerotinia_sclerotiorum_1980,antismash,GCF,NRPS,4,7,11
Sclerotinia_sclerotiorum_1980,antismash,GCF,NRPS;PKS,0,3,3
Sclerotinia_sclerotiorum_1980,antismash,GCF,PKS,1,11,12
Sclerotinia_sclerotiorum_1980,antismash,GCF,other,0,1,1
Sclerotinia_sclerotiorum_1980,antismash,GCF,terpene,2,5,7
Serpula_lacrymans_S7.9,antismash,BGC,Hybrid,2,1,3
Serpula_lacrymans_S7.9,antismash,BGC,NRPS,16,0,16
Serpula_lacrymans_S7.9,antismash,BGC,PKS,5,0,5
Serpula_lacrymans_S7.9,antismash,BGC,other,0,0,0
Serpula_lacrymans_S7.9,antismash,BGC,terpene,16,3,19
Serpula_lacrymans_S7.9,funbgcex,BGC,Hybrid,2,0,2
Serpula_lacrymans_S7.9,funbgcex,BGC,NRPS,16,4,20
Serpula_lacrymans_S7.9,funbgcex,BGC,PKS,5,0,5
Serpula_lacrymans_S7.9,funbgcex,BGC,other,0,7,7
Serpula_lacrymans_S7.9,funbgcex,BGC,terpene,16,2,18
Serpula_lacrymans_S7.9,antismash,GCF,NRPS,0,16,16
Serpula_lacrymans_S7.9,antismash,GCF,NRPS;PKS,0,2,2
Serpula_lacrymans_S7.9,antismash,GCF,NRPS;terpene,0,1,1
Serpula_lacrymans_S7.9,antismash,GCF,PKS,0,5,5
Serpula_lacrymans_S7.9,antismash,GCF,terpene,2,17,19
Talaromyces_marneffei_ATCC_18224,antismash,BGC,Hybrid,4,3,7
Talaromyces_marneffei_ATCC_18224,antismash,BGC,NRPS,16,1,17
Talaromyces_marneffei_ATCC_18224,antismash,BGC,PKS,16,0,16
Talaromyces_marneffei_ATCC_18224,antismash,BGC,RiPP,0,0,0
Talaromyces_marneffei_ATCC_18224,antismash,BGC,other,1,1,2
Talaromyces_marneffei_ATCC_18224,antismash,BGC,terpene,6,4,10
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,Hybrid,4,1,5
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,NRPS,16,5,21
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,PKS,16,1,17
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,RiPP,0,1,1
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,other,1,7,8
Talaromyces_marneffei_ATCC_18224,funbgcex,BGC,terpene,6,2,8
Talaromyces_marneffei_ATCC_18224,antismash,GCF,NRPS,1,16,17
Talaromyces_marneffei_ATCC_18224,antismash,GCF,NRPS;PKS,0,5,5
Talaromyces_marneffei_ATCC_18224,antismash,GCF,NRPS;terpene,0,2,2
Talaromyces_marneffei_ATCC_18224,antismash,GCF,PKS,1,15,16
Talaromyces_marneffei_ATCC_18224,antismash,GCF,other,0,2,2
Talaromyces_marneffei_ATCC_18224,antismash,GCF,terpene,1,9,10
Trichoderma_reesei_QM6a,antismash,BGC,Hybrid,3,2,5
Trichoderma_reesei_QM6a,antismash,BGC,NRPS,10,0,10
Trichoderma_reesei_QM6a,antismash,BGC,PKS,8,0,8
Trichoderma_reesei_QM6a,antismash,BGC,RiPP,0,0,0
Trichoderma_reesei_QM6a,antismash,BGC,other,0,0,0
Trichoderma_reesei_QM6a,antismash,BGC,terpene,9,2,11
Trichoderma_reesei_QM6a,funbgcex,BGC,Hybrid,3,1,4
Trichoderma_reesei_QM6a,funbgcex,BGC,NRPS,10,2,12
Trichoderma_reesei_QM6a,funbgcex,BGC,PKS,8,1,9
Trichoderma_reesei_QM6a,funbgcex,BGC,RiPP,0,4,4
Trichoderma_reesei_QM6a,funbgcex,BGC,other,0,3,3
Trichoderma_reesei_QM6a,funbgcex,BGC,terpene,9,3,12
Trichoderma_reesei_QM6a,antismash,GCF,NRPS,4,6,10
Trichoderma_reesei_QM6a,antismash,GCF,NRPS;PKS,0,3,3
Trichoderma_reesei_QM6a,antismash,GCF,NRPS;PKS;terpene,1,0,1
Trichoderma_reesei_QM6a,antismash,GCF,PKS,5,3,8
Trichoderma_reesei_QM6a,antismash,GCF,PKS;terpene,1,0,1
Trichoderma_reesei_QM6a,antismash,GCF,terpene,3,8,11
Trichoderma_virens_Gv29-8,antismash,BGC,Hybrid,6,3,9
Trichoderma_virens_Gv29-8,antismash,BGC,NRPS,23,0,23
Trichoderma_virens_Gv29-8,antismash,BGC,PKS,11,1,12
Trichoderma_virens_Gv29-8,antismash,BGC,RiPP,0,0,0
Trichoderma_virens_Gv29-8,antismash,BGC,other,0,0,0
Trichoderma_virens_Gv29-8,antismash,BGC,terpene,12,3,15
Trichoderma_virens_Gv29-8,funbgcex,BGC,Hybrid,6,1,7
Trichoderma_virens_Gv29-8,funbgcex,BGC,NRPS,23,6,29
Trichoderma_virens_Gv29-8,funbgcex,BGC,PKS,11,4,15
Trichoderma_virens_Gv29-8,funbgcex,BGC,RiPP,0,5,5
Trichoderma_virens_Gv29-8,funbgcex,BGC,other,0,4,4
Trichoderma_virens_Gv29-8,funbgcex,BGC,terpene,12,6,18
Trichoderma_virens_Gv29-8,antismash,GCF,NRPS,6,17,23
Trichoderma_virens_Gv29-8,antismash,GCF,NRPS;PKS,2,5,7
Trichoderma_virens_Gv29-8,antismash,GCF,NRPS;terpene,0,1,1
Trichoderma_virens_Gv29-8,antismash,GCF,PKS,4,9,13
Trichoderma_virens_Gv29-8,antismash,GCF,PKS;terpene,1,0,1
Trichoderma_virens_Gv29-8,antismash,GCF,terpene,5,10,15
Verticillium_dahliae_VdLs.17,antismash,BGC,Hybrid,2,0,2
Verticillium_dahliae_VdLs.17,antismash,BGC,NRPS,9,1,10
Verticillium_dahliae_VdLs.17,antismash,BGC,PKS,7,0,7
Verticillium_dahliae_VdLs.17,antismash,BGC,RiPP,0,1,1
Verticillium_dahliae_VdLs.17,antismash,BGC,other,0,0,0
Verticillium_dahliae_VdLs.17,antismash,BGC,terpene,4,4,8
Verticillium_dahliae_VdLs.17,funbgcex,BGC,Hybrid,2,0,2
Verticillium_dahliae_VdLs.17,funbgcex,BGC,NRPS,9,1,10
Verticillium_dahliae_VdLs.17,funbgcex,BGC,PKS,7,1,8
Verticillium_dahliae_VdLs.17,funbgcex,BGC,RiPP,0,1,1
Verticillium_dahliae_VdLs.17,funbgcex,BGC,other,0,5,5
Verticillium_dahliae_VdLs.17,funbgcex,BGC,terpene,4,0,4
Verticillium_dahliae_VdLs.17,antismash,GCF,NRPS,1,9,10
Verticillium_dahliae_VdLs.17,antismash,GCF,NRPS;PKS,0,2,2
Verticillium_dahliae_VdLs.17,antismash,GCF,PKS,1,6,7
Verticillium_dahliae_VdLs.17,antismash,GCF,RiPP,0,1,1
Verticillium_dahliae_VdLs.17,antismash,GCF,terpene,2,6,8
Yarrowia_lipolytica_CLIB122,antismash,BGC,NRPS,0,0,0
Yarrowia_lipolytica_CLIB122,antismash,BGC,other,0,0,0
Yarrowia_lipolytica_CLIB122,antismash,BGC,terpene,2,2,4
Yarrowia_lipolytica_CLIB122,funbgcex,BGC,NRPS,0,1,1
Yarrowia_lipolytica_CLIB122,funbgcex,BGC,other,0,5,5
Yarrowia_lipolytica_CLIB122,funbgcex,BGC,terpene,2,0,2
Yarrowia_lipolytica_CLIB122,antismash,GCF,terpene,0,4,4
Zymoseptoria_tritici_IPO323,antismash,BGC,Hybrid,2,1,3
Zymoseptoria_tritici_IPO323,antismash,BGC,NRPS,13,1,14
Zymoseptoria_tritici_IPO323,antismash,BGC,PKS,10,0,10
Zymoseptoria_tritici_IPO323,antismash,BGC,RiPP,0,2,2
Zymoseptoria_tritici_IPO323,antismash,BGC,other,1,1,2
Zymoseptoria_tritici_IPO323,antismash,BGC,terpene,3,5,8
Zymoseptoria_tritici_IPO323,funbgcex,BGC,Hybrid,2,0,2
Zymoseptoria_tritici_IPO323,funbgcex,BGC,NRPS,13,2,15
Zymoseptoria_tritici_IPO323,funbgcex,BGC,PKS,10,0,10
Zymoseptoria_tritici_IPO323,funbgcex,BGC,RiPP,0,5,5
Zymoseptoria_tritici_IPO323,funbgcex,BGC,other,1,4,5
Zymoseptoria_tritici_IPO323,funbgcex,BGC,terpene,3,2,5
Zymoseptoria_tritici_IPO323,antismash,GCF,NRPS,1,13,14
Zymoseptoria_tritici_IPO323,antismash,GCF,NRPS;PKS,0,1,1
Zymoseptoria_tritici_IPO323,antismash,GCF,NRPS;RiPP,0,1,1
Zymoseptoria_tritici_IPO323,antismash,GCF,PKS,0,10,10
Zymoseptoria_tritici_IPO323,antismash,GCF,PKS;terpene,0,1,1
Zymoseptoria_tritici_IPO323,antismash,GCF,RiPP,0,2,2
Zymoseptoria_tritici_IPO323,antismash,GCF,other,0,2,2
Zymoseptoria_tritici_IPO323,antismash,GCF,terpene,0,8,8
